	idcollege	periode	college	volgnummerbasiscollege	basis	id	old_idcollege	old_id
274	411	2	Intermediair Administratief Bestuur van Utrecht	0.0	0	0	batfra_411	batfra_0
275	412	2	Intermediair Administratief Bestuur van Overijssel	0.0	0	0	batfra_412	batfra_0
276	413	2	Algemene Secretarie van het Uitvoerend Bewind	0.0	0	0	batfra_413	batfra_0
277	414	2	Intermediair Administratief Bestuur van Groningen	0.0	0	0	batfra_414	batfra_0
278	415	2	Nationale Kanselarij (Secretarie Eerste Kamer Vertegenwoordigend Lichaam)	0.0	0	0	batfra_415	batfra_0
279	418	2	Hoge Zeekrijgsraad (vanaf oktober 1799)	0.0	0	0	batfra_418	batfra_0
280	420	2	Hoge Militaire Vierschaar (1)	0.0	0	0	batfra_420	batfra_0
281	422	2	Raad van de Aziatische Bezittingen en Etablissementen (1800-1804)	0.0	0	0	batfra_422	batfra_0
282	423	2	Raad van de Aziatische Bezittingen en Etablissementen (1804-1806)	0.0	0	0	batfra_423	batfra_0
283	424	2	Raad van Financiën van Stad en Lande (1802-1805)	0.0	0	0	batfra_424	batfra_0
284	427	2	Kanselarij van het Wetgevend Lichaam	0.0	0	0	batfra_427	batfra_0
285	429	2	Landsadvocaten ter advies van het Staatsbewind	0.0	0	0	batfra_429	batfra_0
286	431	2	Raad van Financiën in het Departement Zeeland	0.0	0	0	batfra_431	batfra_0
287	432	2	Raad van Financiën in het Departement Utrecht	0.0	0	0	batfra_432	batfra_0
288	433	2	Raad van Financiën in het Departement Friesland	0.0	0	0	batfra_433	batfra_0
289	434	2	Raad van Financiën in het Departement Overijssel	0.0	0	0	batfra_434	batfra_0
290	435	2	Raad van Financiën in het Departement Groningen	0.0	0	0	batfra_435	batfra_0
291	436	2	Gouvernement-Generaal van Oost-Friesland	0.0	0	0	batfra_436	batfra_0
292	437	2	Koninklijke Courant	0.0	0	0	batfra_437	batfra_0
293	438	2	Landdrost en Kwartierdrosten van Zeeland (1809-1810)	0.0	0	0	batfra_438	batfra_0
294	439	2	Representanten van het Volk van Utrecht	0.0	0	0	batfra_439	batfra_0
295	441	2	Generaliteitsloterij	0.0	0	0	batfra_441	batfra_0
296	443	2	Intermediair Administratief Bestuur van het voormalige gewest Drenthe	0.0	0	0	batfra_443	batfra_0
297	444	2	College van Administratie van de Domeinen van Nassau	0.0	0	0	batfra_444	batfra_0
298	446	2	Provinciaal Bestuur van Friesland (1796-1797)	0.0	0	0	batfra_446	batfra_0
299	448	2	Préfecture Maritime de la Hollande	0.0	0	0	batfra_448	batfra_0
300	449	2	Commissarissen van het Uitvoerend Bewind bij de Departementale Besturen	0.0	0	0	batfra_449	batfra_0
301	450	2	Raad der Ministers van de Koning (Ministerraad)	0.0	0	0	batfra_450	batfra_0
302	451	2	Provinciaal Bestuur van Holland (maart 1796 - januari 1798)	0.0	0	0	batfra_451	batfra_0
303	452	2	Provinciaal Comité van Holland (april 1796 - februari 1798)	0.0	0	0	batfra_452	batfra_0
304	453	2	Intendance des Domaines de la Couronne en Hollande	0.0	0	0	batfra_453	batfra_0
305	454	2	Maître des Requêtes chargé du Service des Ponts et Chaussées dans les Départements de la Hollande	0.0	0	0	batfra_454	batfra_0
306	455	2	Commissarissen van de Generale Beleenbank	0.0	0	0	batfra_455	batfra_0
307	456	2	Intermediair Bestuur over de Zaken der Koloniën en Bezittingen in Amerika en op de Kust van Guinea	0.0	0	0	batfra_456	batfra_0
308	457	2	Commissarissen van het Uitvoerend Bewind bij de Departementale Gerechtshoven	0.0	0	0	batfra_457	batfra_0
309	458	2	Nationale Rekenkamer (2)	0.0	0	0	batfra_458	batfra_0
310	459	2	Nationale Rekenkamer (3)	0.0	0	0	batfra_459	batfra_0
311	460	2	Provinciaal Bestuur van Utrecht (oktober 1796 - februari 1798)	0.0	0	0	batfra_460	batfra_0
312	196	2	Generaliteitsrekenkamer (1608-1799)	0.0	0	215	batfra_196	batfra_215
313	292	2	Hof van Holland, Zeeland en West-Friesland (1428-1802)	0.0	0	0	batfra_292	batfra_0
314	102	2	Staten-Generaal der Verenigde Nederlandse Provinciën (1588-1796)	0.0	0	112	batfra_102	batfra_112
0	1	2	Eerste Kamer der Staten-Generaal (1815-1861)	0.0	0	0	negentiende_eeuw_1	negentiende_eeuw_0
1	2	2	Vergadering van Notabelen (1814)	0.0	0	0	negentiende_eeuw_2	negentiende_eeuw_0
2	3	2	Staten-Generaal (1814-1815)	0.0	0	0	negentiende_eeuw_3	negentiende_eeuw_0
3	4	2	Tweede Kamer der Staten-Generaal (1815-1861)	0.0	0	0	negentiende_eeuw_4	negentiende_eeuw_0
4	5	2	Raad van State (1814-1861)	0.0	0	0	negentiende_eeuw_5	negentiende_eeuw_0
5	6	2	Departement van Financiën (1813-1861)	0.0	0	0	negentiende_eeuw_6	negentiende_eeuw_0
6	7	2	Departement van Justitie (1815-1861)	0.0	0	0	negentiende_eeuw_7	negentiende_eeuw_0
7	8	2	Departement van Waterstaat (1814-1815)	0.0	0	0	negentiende_eeuw_8	negentiende_eeuw_0
8	9	2	Departement van Binnenlandse Zaken (1813-1861)	0.0	0	0	negentiende_eeuw_9	negentiende_eeuw_0
9	10	2	Staatssecretarie (1813-1840)	0.0	0	0	negentiende_eeuw_10	negentiende_eeuw_0
10	12	2	Kabinet des Konings (1813-1861)	0.0	0	0	negentiende_eeuw_12	negentiende_eeuw_0
11	13	2	Departement van Buitenlandse Zaken (1813-1861)	0.0	0	0	negentiende_eeuw_13	negentiende_eeuw_0
12	14	2	Departement van Rooms-Katholieke Eredienst (1815-1861)	0.0	0	0	negentiende_eeuw_14	negentiende_eeuw_0
13	15	2	Departement van Oorlog (1813-1861)	0.0	0	0	negentiende_eeuw_15	negentiende_eeuw_0
14	16	2	Departement van Koloniën (1814-1861)	0.0	0	0	negentiende_eeuw_16	negentiende_eeuw_0
15	18	2	Provisionele Rekenkamer (1813-1814)	0.0	0	0	negentiende_eeuw_18	negentiende_eeuw_0
16	19	2	Algemene Rekenkamer (1813-1861)	0.0	0	0	negentiende_eeuw_19	negentiende_eeuw_0
17	20	2	Departement van Binnenlandse Zaken, Waterstaat en Publieke Werken (1820-1824)	0.0	0	0	negentiende_eeuw_20	negentiende_eeuw_0
18	21	2	Departement van Binnenlandse Zaken, Onderwijs en Waterstaat (1824-1825)	0.0	0	0	negentiende_eeuw_21	negentiende_eeuw_0
19	22	2	Departement van Marine (1813-1861)	0.0	0	0	negentiende_eeuw_22	negentiende_eeuw_0
20	23	2	Departement van Marine en Koloniën (1825-1841)	0.0	0	0	negentiende_eeuw_23	negentiende_eeuw_0
21	24	2	Departement van Koophandel en Koloniën (1814-1818)	0.0	0	0	negentiende_eeuw_24	negentiende_eeuw_0
22	25	2	Departement van Publiek Onderwijs, Nationale Nijverheid en Koloniën (1818-1824)	0.0	0	0	negentiende_eeuw_25	negentiende_eeuw_0
23	26	2	Departement van Nationale Nijverheid en Koloniën (1824-1833)	0.0	0	0	negentiende_eeuw_26	negentiende_eeuw_0
24	27	2	Departement van Waterstaat, Nationale Nijverheid en Koloniën (1830-1831)	0.0	0	0	negentiende_eeuw_27	negentiende_eeuw_0
25	28	2	Departement van Onderwijs, Kunsten en Wetenschappen (1815-1818)	0.0	0	0	negentiende_eeuw_28	negentiende_eeuw_0
26	29	2	Departement van Waterstaat en Publieke Werken (1815-1819)	0.0	0	0	negentiende_eeuw_29	negentiende_eeuw_0
27	30	2	Departement van Hervormde Eredienst (1815-1861)	0.0	0	0	negentiende_eeuw_30	negentiende_eeuw_0
28	31	2	Algemene Directie der Posterijen (1813-1819)	0.0	0	0	negentiende_eeuw_31	negentiende_eeuw_0
29	32	2	Hoog Gerechtshof  (1813-1838)	0.0	0	0	negentiende_eeuw_32	negentiende_eeuw_0
30	33	2	Generale Directie der Directe Belastingen en Posterijen (1819-1821)	0.0	0	0	negentiende_eeuw_33	negentiende_eeuw_0
31	34	2	Departement van Politie (1813-1818)	0.0	0	0	negentiende_eeuw_34	negentiende_eeuw_0
32	35	2	Departement van Politie in de Zuidelijke Nederlanden	0.0	0	0	negentiende_eeuw_35	negentiende_eeuw_0
33	36	2	Hoofdadministratie der Domeinen	0.0	0	0	negentiende_eeuw_36	negentiende_eeuw_0
34	37	2	Generale Directie der Indirecte Belastingen en Convooien en Licenten (1815)	0.0	0	0	negentiende_eeuw_37	negentiende_eeuw_0
35	38	2	Generale Directie der Convooien en Licenten (1815-1818)	0.0	0	0	negentiende_eeuw_38	negentiende_eeuw_0
36	39	2	Generale Directie der Indirecte Belastingen (1815-1818)	0.0	0	0	negentiende_eeuw_39	negentiende_eeuw_0
37	40	2	Generale Directie der In- en Uitgaande Rechten en Indirecte Belastingen (1818-1821)	0.0	0	0	negentiende_eeuw_40	negentiende_eeuw_0
38	41	2	Departement van Ontvangsten (1824-1831)	0.0	0	0	negentiende_eeuw_41	negentiende_eeuw_0
39	42	2	Hoge Raad (1838-1861)	0.0	0	0	negentiende_eeuw_42	negentiende_eeuw_0
40	50	2	Criminele Rechtbank (1838-1841)	0.0	0	0	negentiende_eeuw_50	negentiende_eeuw_0
41	56	2	Hoog Militair Gerechtshof (1814-1861)	0.0	0	0	negentiende_eeuw_56	negentiende_eeuw_0
42	57	2	Hoog Gerechtshof voor Financiën en Zeezaken (1814-1819)	0.0	0	0	negentiende_eeuw_57	negentiende_eeuw_0
43	58	2	Provinciaal Gerechtshof van Utrecht (1838-1861)	0.0	0	0	negentiende_eeuw_58	negentiende_eeuw_0
44	59	2	Provinciaal Gerechtshof van Groningen (1838-1861)	0.0	0	0	negentiende_eeuw_59	negentiende_eeuw_0
45	60	2	Provinciaal Gerechtshof van Drenthe (1838-1861)	0.0	0	0	negentiende_eeuw_60	negentiende_eeuw_0
46	61	2	Provinciaal Gerechtshof van Friesland (1838-1861)	0.0	0	0	negentiende_eeuw_61	negentiende_eeuw_0
47	62	2	Provinciaal Gerechtshof van Limburg (1842-1861)	0.0	0	0	negentiende_eeuw_62	negentiende_eeuw_0
48	63	2	Provinciaal Gerechtshof van Noord-Brabant (1838-1861)	0.0	0	0	negentiende_eeuw_63	negentiende_eeuw_0
49	64	2	Provinciaal Gerechtshof van Zeeland (1838-1861)	0.0	0	0	negentiende_eeuw_64	negentiende_eeuw_0
50	65	2	Provinciaal Gerechtshof van Overijssel (1838-1861)	0.0	0	0	negentiende_eeuw_65	negentiende_eeuw_0
51	66	2	Provinciaal Gerechtshof van Gelderland (1838-1861)	0.0	0	0	negentiende_eeuw_66	negentiende_eeuw_0
52	67	2	Provinciaal Gerechtshof van Zuid-Holland (1842-1861)	0.0	0	0	negentiende_eeuw_67	negentiende_eeuw_0
53	68	2	Provinciaal Gerechtshof van Noord-Holland (1842-1861)	0.0	0	0	negentiende_eeuw_68	negentiende_eeuw_0
54	69	2	Provinciaal Gerechtshof van Holland (1838-1841)	0.0	0	0	negentiende_eeuw_69	negentiende_eeuw_0
55	70	2	Provinciale Staten van Drenthe (1814-1861)	0.0	0	0	negentiende_eeuw_70	negentiende_eeuw_0
56	71	2	Provinciale Staten van Groningen (1814-1861)	0.0	0	0	negentiende_eeuw_71	negentiende_eeuw_0
57	72	2	Provinciale Staten van Utrecht (1814-1861)	0.0	0	0	negentiende_eeuw_72	negentiende_eeuw_0
58	73	2	Provinciale Staten van Overijssel (1814-1861)	0.0	0	0	negentiende_eeuw_73	negentiende_eeuw_0
59	74	2	Provinciale Staten van Noord-Brabant (1814-1861)	0.0	0	0	negentiende_eeuw_74	negentiende_eeuw_0
60	75	2	Provinciale Staten van Zeeland (1814-1861)	0.0	0	0	negentiende_eeuw_75	negentiende_eeuw_0
61	76	2	Provinciale Staten van Holland (1814-1840)	0.0	0	0	negentiende_eeuw_76	negentiende_eeuw_0
62	77	2	Provinciale Staten van Noord-Holland (1840-1861)	0.0	0	0	negentiende_eeuw_77	negentiende_eeuw_0
63	78	2	Provinciale Staten van Zuid-Holland (1840-1861)	0.0	0	0	negentiende_eeuw_78	negentiende_eeuw_0
64	79	2	Provinciale Staten van Friesland (1814-1861)	0.0	0	0	negentiende_eeuw_79	negentiende_eeuw_0
65	80	2	Gedeputeerde Staten van Drenthe (1814-1861)	0.0	0	0	negentiende_eeuw_80	negentiende_eeuw_0
66	81	2	Gedeputeerde Staten van Groningen (1814-1861)	0.0	0	0	negentiende_eeuw_81	negentiende_eeuw_0
67	82	2	Gedeputeerde Staten van Friesland (1814-1861)	0.0	0	0	negentiende_eeuw_82	negentiende_eeuw_0
68	83	2	Gedeputeerde Staten van Overijssel (1814-1861)	0.0	0	0	negentiende_eeuw_83	negentiende_eeuw_0
69	84	2	Gedeputeerde Staten van Utrecht (1814-1861)	0.0	0	0	negentiende_eeuw_84	negentiende_eeuw_0
70	85	2	Gedeputeerde Staten van Noord-Brabant (1814-1861)	0.0	0	0	negentiende_eeuw_85	negentiende_eeuw_0
71	86	2	Gedeputeerde Staten van Zeeland (1814-1861)	0.0	0	0	negentiende_eeuw_86	negentiende_eeuw_0
72	87	2	Gedeputeerde Staten van Noord-Holland (1814-1861)	0.0	0	0	negentiende_eeuw_87	negentiende_eeuw_0
73	88	2	Gedeputeerde Staten van Zuid-Holland (1814-1861)	0.0	0	0	negentiende_eeuw_88	negentiende_eeuw_0
74	89	2	Provinciale Staten van Limburg (1816-1861)	0.0	0	0	negentiende_eeuw_89	negentiende_eeuw_0
75	90	2	Gedeputeerde Staten van Limburg (1816-1861)	0.0	0	0	negentiende_eeuw_90	negentiende_eeuw_0
76	91	2	Provinciale Staten van Gelderland (1814-1861)	0.0	0	0	negentiende_eeuw_91	negentiende_eeuw_0
77	92	2	Gedeputeerde Staten van Gelderland (1814-1861)	0.0	0	0	negentiende_eeuw_92	negentiende_eeuw_0
78	94	2	Algemeen Bestuur (1813)	0.0	0	0	negentiende_eeuw_94	negentiende_eeuw_0
79	95	2	Generale Directie der Ontvangsten (1821-1824)	0.0	0	0	negentiende_eeuw_95	negentiende_eeuw_0
80	96	2	Generale Directie der Centrale Kas (1813-1814)	0.0	0	0	negentiende_eeuw_96	negentiende_eeuw_0
81	97	2	Generale Directie der Centrale Kas en Nationale Schuld (1814)	0.0	0	0	negentiende_eeuw_97	negentiende_eeuw_0
82	98	2	Generale Directie der Nationale Schuld (1813-1814)	0.0	0	0	negentiende_eeuw_98	negentiende_eeuw_0
0	83	0		0.0	0	0	me_83	me_0
1	84	0	Raad van State (1531-1578)	0.0	0	0	me_84	me_0
2	85	0	Schive Utrecht (1474-1477)	0.0	0	0	me_85	me_0
3	2	0	Hof van Holland, Zeeland en West-Friesland (1428-1802)	0.0	0	0	me_2	me_0
4	29	0	Hof van Gelre en Zutphen (1544-1588)	0.0	0	0	me_29	me_0
5	40	0	Rekenkamer Gelre (1559-1588)	0.0	0	0	me_40	me_0
6	24	0	Geheime Raad (1531-1578)	0.0	0	0	me_24	me_0
7	28	0	Grote Raad (te Mechelen) (1473-1582)	0.0	0	0	me_28	me_0
8	44	0	Raadkamer Gelre (1473-1477)	0.0	0	0	me_44	me_0
9	25	0	Raad van Financiën (1531-1578)	0.0	0	0	me_25	me_0
10	31	0	Hof van Utrecht (1530-1588)	0.0	0	0	me_31	me_0
11	1	0	Rekenkamer Holland en Zeeland (1447-1572)	0.0	0	0	me_1	me_0
0	1	9	Hof van Friesland (1499-1811)	0.0	0	24	divperioden_1	divperioden_24
1	2	9	Hof van Holland, Zeeland en West-Friesland (1428-1802)	0.0	0	14	divperioden_2	divperioden_14
2	5	9	Gedeputeerde Staten van Friesland (1577-1795)	0.0	0	0	divperioden_5	divperioden_0
3	6	9	Admiraliteit in Friesland (1596-1795)	0.0	0	0	divperioden_6	divperioden_0
4	7	9	Admiraliteit te Amsterdam (1586-1795)	0.0	0	0	divperioden_7	divperioden_0
5	8	9	College van Superintendentie der Admiralteit (1589-1593)	0.0	0	0	divperioden_8	divperioden_0
6	9	9	Raad van State (1588-1795)	0.0	0	0	divperioden_9	divperioden_0
7	11	9	Staten-Generaal der Verenigde Nederlandse Provinciën (1588-1796)	0.0	0	0	divperioden_11	divperioden_0
8	15	9	Generaliteitsrekenkamer (1608-1799)	0.0	0	0	divperioden_15	divperioden_0
9	31	9	Provinciale Rekenkamer van Friesland (1582-1795)	0.0	0	0	divperioden_31	divperioden_0
10	32	9	Ridderschap van Overijssel	0.0	1	0	divperioden_32	divperioden_0
11	36	9	Vroedschap van Harlingen	0.0	1	0	divperioden_36	divperioden_0
12	43	9	Vroedschap van Leeuwarden	0.0	1	0	divperioden_43	divperioden_0
13	44	9	Vroedschap van Sneek	0.0	1	0	divperioden_44	divperioden_0
14	45	9	Admiraliteit op de Maze (1586-1795)	0.0	0	0	divperioden_45	divperioden_0
15	46	9	Vroedschap van Workum	0.0	1	0	divperioden_46	divperioden_0
16	47	9	Ridderschap van Holland	0.0	1	0	divperioden_47	divperioden_0
17	48	9	Admiraliteit in het Noorderkwartier (1589-1795)	0.0	0	0	divperioden_48	divperioden_0
18	50	9	Vroedschap van Stavoren	0.0	1	0	divperioden_50	divperioden_0
19	55	9	Vroedschap van Franeker	0.0	1	0	divperioden_55	divperioden_0
20	56	9	Vroedschap van IJlst	0.0	1	0	divperioden_56	divperioden_0
21	57	9	Vroedschap van Dokkum	0.0	1	0	divperioden_57	divperioden_0
22	58	9	Vroedschap van Sloten	0.0	1	0	divperioden_58	divperioden_0
23	59	9	Vroedschap van Bolsward	0.0	1	0	divperioden_59	divperioden_0
24	60	9	Staten van Friesland (1580-1795)	0.0	0	0	divperioden_60	divperioden_0
25	62	9	VOC ter kamer Amsterdam	0.0	0	0	divperioden_62	divperioden_0
26	64	9	Raad van Leeuwarden	0.0	1	0	divperioden_64	divperioden_0
27	65	9	Vroedschap van Hindeloopen	0.0	1	0	divperioden_65	divperioden_0
28	66	9	Vroedschap van Zierikzee	0.0	1	0	divperioden_66	divperioden_0
0	7	1	Gecommitteerde Raden van Holland in het Zuiderkwartier (1590-1795)	0.0	0	8	republiek_7	republiek_8
1	8	1	Gecommitteerde Raden van Holland in het Noorderkwartier (1573-1795)	0.0	0	9	republiek_8	republiek_9
2	9	1	Rekenkamer ter Auditie van Holland in het Zuiderkwartier (1590-1752)	0.0	0	10	republiek_9	republiek_10
3	10	1	Rekenkamer ter Auditie van Holland in het Noorderkwartier (1590-1752)	0.0	0	11	republiek_10	republiek_11
4	11	1	Provinciale Rekenkamer van Holland (1752-1795)	0.0	0	12	republiek_11	republiek_12
5	12	1	Hoge Raad van Holland en Zeeland (1582-1795)	0.0	0	13	republiek_12	republiek_13
6	13	1	Hof van Holland, Zeeland en West-Friesland (1428-1802)	0.0	0	14	republiek_13	republiek_14
7	14	1	Gecommitteerde Raden van Zeeland (1578-1795)	0.0	0	15	republiek_14	republiek_15
8	15	1	Provinciale Rekenkamer van Zeeland (1596-1795)	0.0	0	16	republiek_15	republiek_16
9	19	1	Gedeputeerde Staten van Friesland (1577-1795)	0.0	0	22	republiek_19	republiek_22
10	20	1	Provinciale Rekenkamer van Friesland (1582-1795)	0.0	0	23	republiek_20	republiek_23
11	21	1	Hof van Friesland (1499-1811)	0.0	0	24	republiek_21	republiek_24
12	22	1	Gedeputeerde Staten van Overijssel (1591-1795)	0.0	0	25	republiek_22	republiek_25
13	26	1	Staten van Holland (1572-1795)	0.0	0	29	republiek_26	republiek_29
14	27	1	Staten-Generaal der Verenigde Nederlandse Provinciën (1588-1796)	0.0	0	30	republiek_27	republiek_30
15	28	1	Raad van State (1588-1795)	0.0	0	31	republiek_28	republiek_31
16	29	1	Generaliteitsrekenkamer (1608-1799)	0.0	0	32	republiek_29	republiek_32
17	30	1	Admiraliteit op de Maze (1586-1795)	0.0	0	33	republiek_30	republiek_33
18	31	1	Admiraliteit te Amsterdam (1586-1795)	0.0	0	34	republiek_31	republiek_34
19	32	1	Admiraliteit in Zeeland (1584-1795)	0.0	0	35	republiek_32	republiek_35
20	33	1	Admiraliteit in het Noorderkwartier (1589-1795)	0.0	0	36	republiek_33	republiek_36
21	34	1	Admiraliteit in Friesland (1596-1795)	0.0	0	37	republiek_34	republiek_37
22	35	1	VOC ter Kamer Amsterdam	0.0	0	38	republiek_35	republiek_38
23	36	1	VOC ter Kamer Zeeland	0.0	0	39	republiek_36	republiek_39
24	37	1	VOC ter Kamer Delft	0.0	0	40	republiek_37	republiek_40
25	38	1	VOC ter Kamer Rotterdam	0.0	0	41	republiek_38	republiek_41
26	39	1	VOC ter Kamer Hoorn	0.0	0	42	republiek_39	republiek_42
27	40	1	VOC ter Kamer Enkhuizen	0.0	0	43	republiek_40	republiek_43
28	41	1	WIC ter Kamer Amsterdam	0.0	0	44	republiek_41	republiek_44
29	42	1	WIC ter Kamer Zeeland	0.0	0	45	republiek_42	republiek_45
30	43	1	WIC ter Kamer op de Maze	0.0	0	46	republiek_43	republiek_46
31	44	1	WIC ter Kamer van het Noorderkwartier	0.0	0	47	republiek_44	republiek_47
32	45	1	WIC ter Kamer Stad en Lande	0.0	0	48	republiek_45	republiek_48
33	46	1	Raad van Brabant (1591-1795)	0.0	0	49	republiek_46	republiek_49
34	47	1	Raad van Vlaanderen te Middelburg (1599-1795)	0.0	0	50	republiek_47	republiek_50
35	49	1	Staten van Zeeland (1578-1795)	0.0	0	52	republiek_49	republiek_52
36	51	1	Staten van Friesland	0.0	0	54	republiek_51	republiek_54
37	52	1	Staten van Overijssel	0.0	0	55	republiek_52	republiek_55
38	54	1	Ridderschap van het Kwartier Nijmegen		1	1	republiek_54	republiek_1
39	55	1	Ridderschap van het Graafschap Zutphen		1	2	republiek_55	republiek_2
40	56	1	Ridderschap van het Kwartier Veluwe		1	3	republiek_56	republiek_3
41	57	1	Raad van Nijmegen		1	4	republiek_57	republiek_4
42	58	1	Raad van Tiel		1	5	republiek_58	republiek_5
43	59	1	Raad van Zaltbommel		1	6	republiek_59	republiek_6
44	60	1	Raad van Zutphen		1	7	republiek_60	republiek_7
45	61	1	Raad van Doesburg		1	8	republiek_61	republiek_8
46	62	1	Raad van Doetinchem		1	9	republiek_62	republiek_9
47	63	1	Raad van Lochem		1	10	republiek_63	republiek_10
48	64	1	Raad van Groenlo		1	11	republiek_64	republiek_11
49	65	1	Raad van Arnhem		1	12	republiek_65	republiek_12
50	66	1	Raad van Harderwijk		1	13	republiek_66	republiek_13
51	67	1	Raad van Wageningen		1	14	republiek_67	republiek_14
52	68	1	Raad van Hattem		1	15	republiek_68	republiek_15
53	69	1	Raad van Elburg		1	16	republiek_69	republiek_16
54	70	1	Ridderschap van Holland	1.0	1	17	republiek_70	republiek_17
55	71	1	Oudraad van Dordrecht	2.0	1	18	republiek_71	republiek_18
56	72	1	Vroedschap van Haarlem	3.0	1	23	republiek_72	republiek_23
57	73	1	Veertigraad van Delft	4.0	1	24	republiek_73	republiek_24
58	74	1	Vroedschap van Leiden	5.0	1	25	republiek_74	republiek_25
59	75	1	Vroedschap van Amsterdam	6.0	1	26	republiek_75	republiek_26
60	76	1	Vroedschap van Gouda	8.0	1	27	republiek_76	republiek_27
61	77	1	Vroedschap van Rotterdam	9.0	1	28	republiek_77	republiek_28
62	78	1	Vroedschap van Gorinchem	11.0	1	29	republiek_78	republiek_29
63	79	1	Vroedschap van Schiedam	12.0	1	30	republiek_79	republiek_30
64	80	1	Vroedschap van Schoonhoven	13.0	1	31	republiek_80	republiek_31
65	81	1	Vroedschap van Den Briel	14.0	1	32	republiek_81	republiek_32
66	82	1	Vroedschap van Alkmaar	15.0	1	33	republiek_82	republiek_33
67	83	1	Vroedschap van Hoorn	16.0	1	34	republiek_83	republiek_34
68	84	1	Vroedschap van Enkhuizen	17.0	1	35	republiek_84	republiek_35
69	85	1	Vroedschap van Edam	18.0	1	36	republiek_85	republiek_36
70	86	1	Vroedschap van Monnickendam	19.0	1	37	republiek_86	republiek_37
71	87	1	Vroedschap van Medemblik	20.0	1	38	republiek_87	republiek_38
72	88	1	Vroedschap van Purmerend	21.0	1	39	republiek_88	republiek_39
73	89	1	Representant van de Eerste Edele in Zeeland		1	40	republiek_89	republiek_40
74	90	1	Raad van Middelburg		1	41	republiek_90	republiek_41
75	91	1	Vroedschap van Zierikzee		1	42	republiek_91	republiek_42
76	92	1	Vroedschap van Goes		1	43	republiek_92	republiek_43
77	93	1	Raad van Tholen		1	44	republiek_93	republiek_44
78	94	1	Vroedschap van Veere		1	45	republiek_94	republiek_45
79	95	1	Vroedschap van Vlissingen		1	46	republiek_95	republiek_46
80	96	1	College van Geëligeerden van Utrecht		1	47	republiek_96	republiek_47
81	97	1	Ridderschap van Utrecht		1	48	republiek_97	republiek_48
82	98	1	Vroedschap van Utrecht		1	49	republiek_98	republiek_49
83	99	1	Vroedschap van Amersfoort		1	50	republiek_99	republiek_50
84	100	1	Vroedschap van Rhenen		1	51	republiek_100	republiek_51
85	101	1	"Vroedschap van Montfoort
Vroedschap van Wijk bij Duurstede"		1	52	republiek_101	republiek_52
86	102	1	Vroedschap van Leeuwarden		1	56	republiek_102	republiek_56
87	103	1	Vroedschap van Bolsward		1	57	republiek_103	republiek_57
88	104	1	Vroedschap van Franeker		1	58	republiek_104	republiek_58
89	105	1	Vroedschap van Sneek		1	59	republiek_105	republiek_59
90	106	1	Vroedschap van Dokkum		1	60	republiek_106	republiek_60
91	107	1	Vroedschap van Harlingen		1	61	republiek_107	republiek_61
92	108	1	Vroedschap van Stavoren		1	62	republiek_108	republiek_62
93	109	1	Vroedschap van Sloten		1	63	republiek_109	republiek_63
94	110	1	Vroedschap van Workum		1	64	republiek_110	republiek_64
95	111	1	Vroedschap van IJlst		1	65	republiek_111	republiek_65
96	112	1	Vroedschap van Hindeloopen		1	66	republiek_112	republiek_66
97	113	1	Ridderschap van het Kwartier Salland		1	67	republiek_113	republiek_67
98	114	1	Ridderschap van het Kwartier Twente		1	68	republiek_114	republiek_68
99	115	1	Ridderschap van het Kwartier Vollenhove		1	69	republiek_115	republiek_69
100	116	1	Raad van Deventer		1	70	republiek_116	republiek_70
101	117	1	Raad van Kampen		1	71	republiek_117	republiek_71
102	118	1	Raad van Zwolle		1	72	republiek_118	republiek_72
103	119	1	Raad van Groningen		1	73	republiek_119	republiek_73
104	120	1	Ommelander Vergadering		1	74	republiek_120	republiek_74
105	129	1	Ridderschap van Overijssel	0.0	1	0	republiek_129	republiek_0
106	130	1	College van Superintendentie der Admiralteit (1589-1593)	0.0	0	0	republiek_130	republiek_0
107	137	1	Grafelijkheidsrekenkamer (1588-1728)	0.0	0	0	republiek_137	republiek_0
